Nome;Estado;NAlunos;NotaPT;NotaRed;NotaMat;NotaCH;NotaCN
Escola2721;GO;20;538.39;522;517.77;594.8;523.53
Escola2722;GO;36;486.75;433.89;435.03;517.11;454.62
Escola2723;GO;35;493.75;435.43;467.96;528.41;482.47
Escola2724;GO;74;491.21;455.14;440.35;532.7;470.74
Escola2725;GO;289;492.81;450.45;465.83;532.33;475.73
Escola2726;GO;111;504.3;450.27;452.34;535.02;475.77
Escola2727;GO;149;487.17;397.35;433.22;520.66;451.8
Escola2728;GO;19;530.72;505.26;532.97;590.74;497.14
Escola2729;GO;97;490.2;460.51;442.57;525.04;456.78
Escola2730;GO;125;501.63;434.24;459.59;540.09;466.62
Escola2731;GO;49;512.48;475.1;473.13;541.1;485.96
Escola2732;GO;44;514.28;477.73;482.63;548.08;494.92
Escola2733;GO;91;508.26;488.13;445.46;542.47;469.05
Escola2734;GO;89;511.02;479.78;448.39;541.78;470.93
Escola2735;GO;102;506.57;479.02;472.12;538.01;482.99
Escola2736;GO;121;510.6;459.17;449.62;532.43;470.89
Escola2737;GO;146;497.59;450;438.95;530.95;470.99
Escola2738;GO;485;546.95;592.49;516.09;578.81;520.18
Escola2739;GO;101;493.14;445.54;434.54;532.46;469.3
Escola2740;GO;125;520.55;520.77;475.68;550.59;500.81
Escola2741;GO;96;497.52;445.36;435.49;532.94;467.93
Escola2742;GO;173;486.48;443.35;433.56;523.73;458.33
Escola2743;GO;94;500.07;502.77;452.9;541.59;481.42
Escola2744;GO;159;508.45;491.32;459.68;538.6;467.25
Escola2745;GO;70;521.13;483.71;472.88;543.23;479.91
Escola2746;GO;78;529.5;544.1;490.43;572.4;510.72
Escola2747;GO;24;510.12;440;469.85;537.48;490.93
Escola2748;GO;51;523.98;522.35;471.62;566.54;493.24
Escola2749;GO;62;504.34;475.16;450.52;551.14;489.56
Escola2750;GO;99;501.63;443.74;458.74;530.04;461.16
Escola2751;GO;60;486.17;422.98;443.43;519.71;469.43
Escola2752;GO;120;507.96;463.33;452.94;543.96;478.01
Escola2753;GO;152;490.24;425.39;470.64;527.32;472.27
Escola2754;GO;114;481.91;414.39;451.39;518.22;466.55
Escola2755;GO;259;550.6;571.91;531.53;584.85;550.71
Escola2756;GO;87;487.16;392.87;451.8;523.07;458.37
Escola2757;GO;142;486.62;448.73;443.35;522.1;465.19
Escola2758;GO;45;512.91;461.33;467.48;527.06;476.6
Escola2759;GO;111;487.45;413.05;434.64;513.21;461.86
Escola2760;GO;111;507.05;453.15;447.8;545.01;469.23
Escola2761;GO;19;475.06;394.74;402.28;529.52;445.74
Escola2762;GO;81;494.1;409.14;437.87;521.1;461.49
Escola2763;GO;124;500.2;463.55;452.8;533.7;471.65
Escola2764;GO;69;481.45;434.49;445.49;515.63;459.95
Escola2765;GO;122;492.15;417.54;447.21;518.36;464.54
Escola2766;GO;60;525.23;518.33;478.14;551.79;491.27
Escola2767;GO;54;526.74;521.48;477.98;558.92;490.56
Escola2768;GO;95;526.16;549.47;480.2;553.98;494.96
Escola2769;GO;194;512.14;506.29;455.31;540.7;473.25
Escola2770;GO;241;509.79;457.93;455.23;541.53;477.49
Escola2771;GO;79;537.7;528.86;475.95;575.33;489.86
Escola2772;GO;249;519.74;508.67;480.42;555.59;493.28
Escola2773;GO;60;489.18;401;445.88;525.33;459.97
Escola2774;GO;36;526.75;544.44;471.37;566.56;507.94
Escola2775;GO;141;505.59;483.83;460.5;542.96;469.64
Escola2776;GO;85;490.98;408;435.67;519.81;453.84
Escola2777;GO;76;498.67;446.75;449.41;523.62;478.68
Escola2778;GO;115;495.8;443.48;437.9;523.43;463.42
Escola2779;GO;130;484.4;437.38;449.86;526.97;467.53
Escola2780;GO;49;547.63;653.06;520.22;587.69;522.14
Escola2781;GO;145;575.82;610.62;559.84;623.97;548.54
Escola2782;GO;29;518.94;571.72;505.84;570.12;513.81
Escola2783;GO;27;543.54;531.11;529.54;575.92;537.77
Escola2784;GO;37;554.48;609.19;537.62;592.43;525.28
Escola2785;GO;43;552.28;594.88;512.94;586.65;541.69
Escola2786;GO;27;545.06;581.85;492.2;589.06;514.77
Escola2787;GO;93;600.78;740.65;693.96;657.63;618.84
Escola2788;GO;22;527.55;533.64;495.64;559.9;509.81
Escola2789;GO;227;528.2;537.47;484.1;565.29;502.23
Escola2790;GO;319;605.99;706.33;627.74;643.36;611.57
Escola2791;GO;68;508.38;474.12;443.87;529.32;482.63
Escola2792;GO;30;562.05;681.33;514.38;589.84;543.42
Escola2793;GO;67;598.51;742.09;635.91;628.91;612.98
Escola2794;GO;29;572.41;580;542.91;604.18;561.4
Escola2795;GO;123;596.19;725.53;613.22;639.09;595.92
Escola2796;GO;117;583.24;771.97;624.11;637.35;608.81
Escola2797;GO;65;543.33;577.23;500.75;583.14;532.13
Escola2798;GO;18;547.43;582.22;501.64;573.78;526.88
Escola2799;GO;16;506.51;482.5;456.03;531.76;477.34
Escola2800;GO;12;553.68;533.33;529.19;563.87;523.34
Escola2801;GO;18;539.03;557.78;575.58;584.04;535.38
Escola2802;GO;95;521.87;548.63;525.33;564.41;522.6
Escola2803;GO;14;519.76;521.43;498.05;556.65;528.66
Escola2804;GO;161;529.92;538.26;489.92;563.03;501.3
Escola2805;GO;52;518.97;495.38;484.42;552.85;490.15
Escola2806;GO;35;527.19;577.14;477.98;562.93;503.07
Escola2807;GO;24;564.68;566.46;567.06;601.33;570.85
Escola2808;GO;256;633.39;793.2;750.26;680.86;677.43
Escola2809;GO;101;519.68;528.91;466.78;556.16;507.71
Escola2810;GO;66;548.46;600.3;525.82;588.05;552
Escola2811;GO;13;539.78;529.23;507.76;560.21;511.22
Escola2812;GO;25;539.84;570.4;570.84;587.34;543.2
Escola2813;GO;18;496.33;454.44;471.55;543.01;492.41
Escola2814;GO;59;555.05;624.07;539.76;596.24;538.73
Escola2815;GO;23;545.38;543.48;517.21;590.16;531.85
Escola2816;GO;14;564.04;647.14;547.27;598.39;533.01
Escola2817;GO;121;612.9;762.81;674.27;659.58;635.24
Escola2818;GO;10;597.87;676;592.67;627.86;591.45
Escola2819;GO;10;543.74;480;536.47;580.71;522.49
Escola2820;GO;31;554.87;592.9;533.58;572.84;533.24
Escola2821;GO;49;621.52;740.41;704.28;668.62;642.66
Escola2822;GO;30;516.28;474.67;485.54;549.88;492.91
Escola2823;GO;43;520.8;502.79;482.67;555.39;496.4
Escola2824;GO;262;598.77;727.48;684.62;650.2;618.59
Escola2825;GO;87;536.71;549.55;497.82;570.07;521.65
Escola2826;GO;121;593.28;724.3;622.34;633.46;606.89
Escola2827;GO;138;569.26;665.36;540.84;606.45;560.23
Escola2828;GO;94;564.09;687.87;543.87;600.33;565.54
Escola2829;GO;51;568.74;630.59;595.95;622.96;583.03
Escola2830;GO;40;562.77;644.5;538.77;610.38;584.59
Escola2831;GO;107;582.04;622.99;605.33;620.89;573.12
Escola2832;GO;47;571.73;589.36;560.99;604.8;554.23
Escola2833;GO;312;604.85;741.6;675.88;654.85;620.74
Escola2834;GO;47;545.47;580.43;531.38;575.56;522.58
Escola2835;GO;36;654.07;837.78;841;713.91;731.12
Escola2836;GO;197;594.87;720.81;621;636.45;608.29
Escola2837;GO;127;605.03;750.94;657.08;655.25;622.8
Escola2838;GO;22;483.98;500;471.6;508.81;464.47
Escola2839;GO;10;535.45;666;608.47;608.35;567.1
Escola2840;GO;40;537.12;574.5;513.51;578.75;520.94
Escola2841;GO;52;552.11;620.77;515.43;597.66;529.88
Escola2842;GO;22;565.62;618.18;550.93;589.46;546.55
Escola2843;GO;21;519.81;501.9;478.27;543.7;508.05
Escola2844;GO;27;562.97;665.19;528.76;596.59;519.61
Escola2845;GO;178;566.58;636.29;548.22;608.88;552.89
Escola2846;GO;18;556.14;611.11;563.29;615.96;559.67
Escola2847;GO;40;501.37;503.5;468.3;540.88;490.17
Escola2848;GO;50;571.07;685.2;589.13;627.23;574.91
Escola2849;GO;24;546.46;561.67;552.17;581.93;524.73
Escola2850;GO;18;536.48;563.33;521.67;565.38;508.7
Escola2851;GO;22;546.9;570.91;524.07;589.68;536.2
Escola2852;GO;34;589.26;652.94;599.04;620.51;587.91
Escola2853;GO;44;493.54;375.45;446.98;518.53;456.73
Escola2854;GO;12;468.96;405;420.47;517.77;479.84
Escola2855;GO;17;482.35;435.29;452.71;537.05;457.85
Escola2856;GO;49;489.39;402.04;428.58;519.24;464.7
Escola2857;GO;31;543.09;583.87;497.44;586.16;510.71
Escola2858;GO;10;566.19;662;570.36;609.21;551.9
Escola2859;GO;86;493.27;405.37;448.06;533.31;474.09
Escola2860;GO;21;544.87;584.76;533.04;596.1;551.65
Escola2861;GO;27;482.57;344.44;446.73;511.42;470.28
Escola2862;GO;54;497.18;437.04;442.31;523.29;480.59
Escola2863;GO;17;470.43;396.47;426.63;518.36;473.48
Escola2864;GO;11;482.76;409.09;464.69;522.35;446.32
Escola2865;GO;71;498.93;443.1;456.32;535.57;472.2
Escola2866;GO;49;458.01;360;406.11;502.06;456.11
Escola2867;GO;70;445.58;275.14;411.27;470.78;428.45
Escola2868;GO;30;486.38;446.67;474.66;523.72;492.1
Escola2869;GO;70;522.42;508;476.91;557.84;500.13
Escola2870;GO;116;505.53;450.86;475.16;533.6;484.79
Escola2871;GO;121;480.92;407.27;437.04;516.54;463.6
Escola2872;GO;86;552.67;603.92;535.65;588.08;544.43
Escola2873;GO;21;529.46;609.52;522.58;573.93;531.42
Escola2874;GO;35;600.07;675.43;675.39;642.26;630.65
Escola2875;GO;19;499.53;555.79;502.44;529.08;524.02
Escola2876;GO;23;520.61;602.61;528.09;581.39;522.8
Escola2877;GO;48;484.96;437.08;428.14;529.22;464.65
Escola2878;GO;60;531.01;513.33;466.8;559.29;502.8
Escola2879;GO;23;572.38;685.22;593.8;614.43;576.05
Escola2880;GO;17;452.72;343.53;426.28;475.82;438.65
Escola2881;GO;11;484.45;409.09;497.52;537.54;508.57
Escola2882;GO;132;488.98;408.48;450.28;529.74;470.88
Escola2883;GO;52;550.98;618.08;557.83;606.7;548.57
Escola2884;GO;12;547.59;610;558.7;584.93;542.83
Escola2885;GO;12;506.66;485;493.4;537.84;482.53
Escola2886;GO;28;459.33;367.86;441.08;484.45;469.2
Escola2887;GO;126;488.35;429.21;439.88;520.85;471.41
Escola2888;GO;110;485.13;408.91;449.94;512.18;465.66
Escola2889;GO;20;519.06;561;495.08;557.57;505.61
Escola2890;GO;10;557.5;530;503.21;587.65;514.02
Escola2891;GO;35;503.8;436;460.17;546.17;486.68
Escola2892;GO;49;478.75;402.04;454.52;521.98;482.85
Escola2893;GO;69;506.76;509.28;488.7;541.93;497.64
Escola2894;GO;38;481.33;370.53;454.28;521.75;457.65
Escola2895;GO;72;491.64;425.83;440.84;516.92;461.79
Escola2896;GO;101;509.69;474.85;467.19;541.02;483.73
Escola2897;GO;18;570.6;685.56;543.83;601;536.28
Escola2898;GO;33;494.12;404.85;433.78;518.96;460.81
Escola2899;GO;18;509.93;492.39;457.79;551.73;497.81
Escola2900;GO;66;477.56;392.73;434.18;511.64;458.64
Escola2901;GO;27;479.49;432.59;428.9;517.14;449.67
Escola2902;GO;26;517.48;443.08;471.29;530.34;458.57
Escola2903;GO;29;479.69;355.86;434.53;493.8;461.26
Escola2904;GO;84;535.61;545.95;511.17;574.72;510.24
Escola2905;GO;29;567.46;626.9;626.29;615.75;587.19
Escola2906;GO;23;553.73;616.52;552.17;575.14;556.79
Escola2907;GO;22;575.35;599.09;574.21;620.45;550.86
Escola2908;GO;98;540.12;566.12;517.13;574.9;505.66
Escola2909;GO;15;558.26;597.33;521.37;589.33;538.55
Escola2910;GO;59;510.28;520.68;479.5;558.56;514.48
Escola2911;GO;60;507.26;515;477.78;555.45;512.78
Escola2912;GO;16;543.58;555;554.26;586.54;537.03
Escola2913;GO;42;467.76;400;430.73;500.02;450.18
Escola2914;GO;196;475.81;418.78;442.54;516.07;457.24
Escola2915;GO;42;469.49;394.76;413.46;516.46;462.41
Escola2916;GO;50;474.81;401.6;440.3;517.67;458.96
Escola2917;GO;12;537.14;545;530.63;573.15;514.83
Escola2918;GO;44;526.73;543.64;507.21;561.21;521.3
Escola2919;GO;105;499.24;445.47;434.16;533.84;460.49
Escola2920;GO;91;494.59;437.88;451.03;533.04;466.53
Escola2921;GO;50;520.35;476.8;460.08;549.65;495.97
Escola2922;GO;42;507.71;420;471.14;535.55;482.77
Escola2923;GO;137;496.2;462.04;452.53;533.94;476.8
Escola2924;GO;17;490.11;422.35;428.04;525.79;480.23
Escola2925;GO;71;545.68;592.66;544.96;594.61;530.82
Escola2926;GO;14;568.98;574.29;557.31;612.07;574.93
Escola2927;GO;38;566.08;621.05;583.74;603.77;586.18
Escola2928;GO;15;506;480;448.07;536.26;487.87
Escola2929;GO;34;546.45;562.35;557.24;588.86;559.99
Escola2930;GO;23;560.98;638.26;571.52;599.37;543.36
Escola2931;GO;15;557.49;573.33;489.06;603.66;553.89
Escola2932;GO;29;542.46;580.69;553.31;585.48;542.62
Escola2933;GO;25;469.17;349.6;445.14;509.36;464.17
Escola2934;GO;34;493.66;494.71;457.17;509.99;477.39
Escola2935;GO;158;482.94;436.3;447.8;519.78;471.18
Escola2936;GO;27;514.74;534.81;488.22;573.56;523.03
Escola2937;GO;37;504.21;445.95;472.07;526.4;481.61
Escola2938;GO;176;484.81;407.5;433.46;514.69;461.16
Escola2939;GO;75;475.42;376.53;440;506.6;449.01
Escola2940;GO;35;483.64;409.71;438.19;515.85;463.27
Escola2941;GO;32;484.57;374.38;462.56;538.06;464.66
Escola2942;GO;31;474.46;347.1;419.08;502.41;435.39
Escola2943;GO;67;486.96;426.87;419.87;514.99;447.82
Escola2944;GO;93;477.29;403.44;434.01;507.15;460.85
Escola2945;GO;16;457.86;331.25;427.28;478.5;466.17
Escola2946;GO;113;491.62;392.92;453.02;518.78;459.25
Escola2947;GO;105;503.74;401.9;451.82;532.22;477.37
Escola2948;GO;113;492.11;410.62;437.12;528.24;457.57
Escola2949;GO;46;576.56;622.61;566.07;622.32;580.11
Escola2950;GO;31;557.61;563.23;579.52;602.19;559.38
Escola2951;GO;29;568.52;607.59;547.27;621.33;543.87
Escola2952;GO;17;499.38;397.65;472.9;523.69;469.28
Escola2953;GO;58;477.18;385.52;424.83;515.75;459.78
Escola2954;GO;23;472.42;431.3;458.94;515.21;475.2
Escola2955;GO;62;465.49;400;418.6;503.14;452.64
Escola2956;GO;10;447.47;278;383.13;475.76;437.41
Escola2957;GO;40;470.33;333;419.03;512.82;446.75
Escola2958;GO;137;473.17;390.66;430.79;512.86;463.04
Escola2959;GO;49;532.43;530.61;522.49;571.92;519.71
Escola2960;GO;187;497.44;447.59;454.12;529.98;474.18
Escola2961;GO;26;510.38;469.23;467.67;545.28;478.48
Escola2962;GO;118;489.39;404.92;436.02;515.69;473.89
Escola2963;GO;29;450.3;331.72;438.51;500.48;441.47
Escola2964;GO;39;575.06;738.97;567.42;620.48;557.79
Escola2965;GO;40;576.26;624;583.28;618.32;569.42
Escola2966;GO;11;464.25;385.45;441.53;503.41;457.75
Escola2967;GO;22;416.95;224.55;403.13;469.63;424.23
Escola2968;GO;49;485.87;384.08;426.21;509.01;446.61
Escola2969;GO;76;488.18;413.16;431.85;523.41;458.9
Escola2970;GO;33;440.09;281.82;421.24;481.65;424.01
Escola2971;GO;83;488.64;419.04;450.8;515.85;474.39
Escola2972;GO;98;472.86;430.2;427.73;507.13;463.01
Escola2973;GO;16;489.27;442.5;435.34;536.28;451.49
Escola2974;GO;60;523.89;514.33;483.78;553.4;497.75
Escola2975;GO;32;543.52;582.19;503.04;584.59;538.03
Escola2976;GO;13;581.42;646.15;605.88;610.96;575.36
Escola2977;GO;23;536.13;596.52;515.3;586.19;525.64
Escola2978;GO;16;455.84;293.75;398.73;515.66;462.52
Escola2979;GO;40;517.76;487;459.39;555.3;495.86
Escola2980;GO;72;478.64;385;420.06;513.46;463.5
Escola2981;GO;19;427.97;244.21;393.25;462.85;448.78
Escola2982;GO;33;487.55;390.3;441.47;514.7;475.82
Escola2983;GO;40;482.56;437.5;422.69;523.4;466.64
Escola2984;GO;113;518.7;501.92;454.53;536.39;480.26
Escola2985;GO;100;482.2;419;435.92;515.41;468.34
Escola2986;GO;13;498.73;469.23;473.78;529.65;462.86
Escola2987;GO;53;530.71;532.08;512.64;560.26;527.85
Escola2988;GO;50;458.97;379.6;406.75;496.48;440.62
Escola2989;GO;34;480.04;395.88;421.84;509.28;449.6
Escola2990;GO;38;464.61;393.16;415.05;479.95;434.16
Escola2991;GO;63;478.38;427.94;431.16;517.63;454.17
Escola2992;GO;15;481.19;398.67;450.11;524.02;465.39
Escola2993;GO;76;481.5;393.68;426.53;518.74;454.29
Escola2994;GO;34;497.16;397.65;425.61;510.81;461.38
Escola2995;GO;17;485.36;427.06;438.88;524.29;457.41
Escola2996;GO;11;491.84;487.27;416.46;514.49;434.97
Escola2997;GO;25;527.05;538.4;443.39;546.5;477.97
Escola2998;GO;32;467.82;397.5;423.23;502.05;453.94
Escola2999;GO;60;498.72;482.33;462.35;537.15;483.2
Escola3000;GO;15;505.46;526.67;491.21;568.67;524.05
Escola3001;GO;26;490.8;447.81;449.88;527.89;470.38
Escola3002;GO;23;500.78;436.52;435.5;534.57;469.87
Escola3003;GO;141;473.58;407.94;437.7;517.87;457.49
Escola3004;GO;34;544.9;525.29;546.56;578.77;539.39
Escola3005;GO;13;407.48;204.62;376.4;474.39;436.25
Escola3006;GO;45;471.46;376;429.38;497.2;460.26
Escola3007;GO;12;524.33;406.67;457.12;539.09;478.93
Escola3008;GO;49;490.31;420.41;437.46;520.33;461.83
Escola3009;GO;54;458.34;376.67;422.31;510.79;459.02
Escola3010;GO;25;466.29;395.2;440.66;506.56;464.11
Escola3011;GO;41;474.55;397.56;434.59;513.53;459.83
Escola3012;GO;34;511.48;478.82;490.4;544.76;475.97
Escola3013;GO;13;472.1;378.46;410.35;512.61;456.06
Escola3014;GO;98;511.02;464.69;468.24;537.39;492.92
Escola3015;GO;11;490.56;460;468.44;527;487.26
Escola3016;GO;22;566.98;623.64;551.76;599.77;562.5
Escola3017;GO;54;482.43;403.7;455.14;519.46;473.15
Escola3018;GO;16;445.47;333.75;456.76;503.9;458.7
Escola3019;GO;117;489.67;418.63;432.09;518.43;461.51
Escola3020;GO;96;481.14;397.08;431.56;513.07;458.74
Escola3021;GO;60;486.43;411.33;432.58;509.11;457.98
Escola3022;GO;41;573.73;601.46;596.04;611.38;573.82
Escola3023;GO;35;487.34;480;469.26;517.59;486.64
Escola3024;GO;33;523.41;566.67;526.17;557.44;517.15
Escola3025;GO;14;522.16;474.29;469.68;561.7;526.44
Escola3026;GO;99;497.13;430.1;449.05;522.71;466.96
Escola3027;GO;104;478.79;422.69;431.72;502.11;465.04
Escola3028;GO;34;485.34;415.29;448.96;499.85;459.33
Escola3029;GO;54;480.9;366.3;440.42;506.56;456.56
Escola3030;GO;40;464.71;324;413.72;512.31;452.17
Escola3031;GO;31;524.65;536.13;511.81;569.93;501.24
Escola3032;GO;18;497.69;556.67;480.26;557.43;467.19
Escola3033;GO;80;459.9;397;441.9;493.42;457.95
Escola3034;GO;29;485.67;480;425.29;499.1;468.7
Escola3035;GO;18;532.1;574.44;529.52;566.6;557.39
Escola3036;GO;126;460.73;342.22;431.8;494.18;460.84
Escola3037;GO;113;459.15;373.06;428.03;500.93;455.67
Escola3038;GO;27;466.69;391.85;429.7;492.38;443.29
Escola3039;GO;59;509.65;510.51;456.77;537.7;489.77
Escola3040;GO;19;538.58;590.53;533.54;572.09;520.07
Escola3041;GO;26;563.91;590;523.57;602.56;536.18
Escola3042;GO;32;474.41;425;470.72;514.88;479.56
Escola3043;GO;11;488.85;376.36;439.93;496.22;462.25
Escola3044;GO;128;476.69;380.31;419.12;504.09;460.77
Escola3045;GO;36;558.83;590.56;562.86;596.07;554.25
Escola3046;GO;12;555.52;603.33;460.86;591.49;512.31
Escola3047;GO;28;487.76;404.29;429.1;515.63;475.62
Escola3048;GO;35;474.93;348.57;433.82;492.2;458.15
Escola3049;GO;153;483.5;422.88;444.46;519.05;466.51
Escola3050;GO;25;494.74;419.2;438.55;521.14;475.55
Escola3051;GO;21;536.25;576.19;480.45;565.06;514.91
Escola3052;GO;17;572.68;601.18;590.64;610.97;549.63
Escola3053;GO;34;518.91;539.41;496.19;555.53;498.66
Escola3054;GO;51;467;416.47;422.25;499.96;457.38
Escola3055;GO;38;471.69;404.74;479.81;531;474.66
Escola3056;GO;21;494.56;445.71;456.04;518.97;468.7
Escola3057;GO;171;498.04;455.09;466.19;532.52;482.29
Escola3058;GO;42;482.41;440.48;436.73;525.85;469.68
Escola3059;GO;108;492.81;455.37;451.67;527.14;471.27
Escola3060;GO;19;455.7;391.58;421.01;518.97;444.97
Escola3061;GO;220;535.98;564.64;512.77;572.86;516.91
Escola3062;GO;143;491.4;421.54;436.73;522.29;462.84
Escola3063;GO;81;478.19;401.48;427.74;511.49;460.49
Escola3064;GO;16;544.36;628.75;540.76;574.16;531.72
Escola3065;GO;33;597.82;701.82;649.83;635.46;626.53
Escola3066;GO;31;533.77;609.68;507.84;572.6;535.51
Escola3067;GO;41;567.24;616.59;593.81;596.74;573.11
Escola3068;GO;75;512.89;503.2;479.14;557.67;490.86
Escola3069;GO;24;570.05;633.33;587.93;608.55;580.79
Escola3070;GO;71;511.73;501.13;475.26;557.43;488.48
Escola3071;GO;23;587.27;674.78;598.31;616.14;592.57
Escola3072;GO;113;496.22;452.3;452.39;535.47;469.6
Escola3073;GO;58;488.76;451.03;458.74;524.18;473.5
Escola3074;GO;30;480.96;390.67;424.22;512.73;451.03
Escola3075;GO;16;491.09;428.75;437.61;519.33;462.92
Escola3076;GO;40;447.36;338.5;417.42;493.44;446.6
Escola3077;GO;58;507.89;505.17;499.94;557.16;498.6
Escola3078;GO;18;420.78;322.22;387.84;480.07;427.68
Escola3079;GO;11;441.25;334.55;423.11;494.02;452.08
Escola3080;GO;20;492.22;404;434.81;534.88;465.19
Escola3081;GO;34;470.81;397.06;425.53;497.87;450.32
Escola3082;GO;39;473.73;394.36;439.14;494.83;471.62
Escola3083;GO;28;482.92;387.14;443.74;532.49;452.88
Escola3084;GO;31;472.51;355.48;427.8;491.74;445.37
Escola3085;GO;39;503.01;422.05;452.31;544.27;487.5
Escola3086;GO;147;503.8;411.16;457.02;528.14;468.07
Escola3087;GO;14;488.84;385.71;456.32;523.01;470.3
Escola3088;GO;41;476.37;364.39;422.51;500.6;460.93
Escola3089;GO;17;421.09;276.47;430.12;479.98;436.77
Escola3090;GO;20;508.14;452;445.7;524.01;458.48
Escola3091;GO;173;478.04;409.79;433.49;508.56;458.09
Escola3092;GO;15;544.69;570.67;562.55;616.14;556.78
Escola3093;GO;30;566.08;587.33;564.03;614.59;556.4
Escola3094;GO;10;549.35;558;532.88;590.4;502.88
Escola3095;GO;184;480.73;429.24;439.43;517.36;457.53
Escola3096;GO;30;484.41;391.33;465.08;501.77;456.44
Escola3097;GO;11;464.75;292.73;427.44;505.93;446.36
Escola3098;GO;66;493.2;396.06;445.05;515.42;476.2
Escola3099;GO;46;525.5;506.09;478.88;556.88;507.74
Escola3100;GO;221;487.52;421.36;440.86;522.29;462.91
Escola3101;GO;134;473.91;409.85;423.72;515.03;448.78
Escola3102;GO;79;481.09;399.49;429.45;510.33;460.41
Escola3103;GO;13;481.12;469.23;483.23;521.68;481.86
Escola3104;GO;11;517.71;518.18;458.07;543.62;494.87
Escola3105;GO;27;484.86;454.07;422.64;518.54;467.76
Escola3106;GO;80;470.97;367.25;430.53;514.25;455.25
Escola3107;GO;35;496.75;454.03;446.09;530.28;485.69
Escola3108;GO;65;530.12;536;529.56;566.51;515.22
Escola3109;GO;58;470.88;320.69;433.65;488.21;441.25
Escola3110;GO;10;478.82;398;397.3;490.97;439.23
Escola3111;GO;20;484.65;463;465.94;518.11;466.38
Escola3112;GO;59;489.06;403.39;427.43;524.93;451.48
Escola3113;GO;349;501.61;454.96;449.36;533.6;474.28
Escola3114;GO;57;481.39;397.72;444.6;512.39;459.61
Escola3115;GO;40;469.38;337.5;427.75;502.73;454.05
Escola3116;GO;20;467.78;427;447.07;507.75;464.84
Escola3117;GO;47;578.51;620.43;597.89;623.16;586.23
Escola3118;GO;37;467.12;340.54;434.78;507.4;448.56
Escola3119;GO;31;472.37;359.35;433.03;515.06;452
Escola3120;GO;130;478.05;439.08;430.8;514.96;466.91
Escola3121;GO;93;479.7;396.99;428.02;514.09;468.81
Escola3122;GO;58;546.17;615.52;560.1;601.19;540.28
Escola3123;GO;27;531.74;585.93;502.53;571.82;506.68
Escola3124;GO;42;465.5;352.38;431.04;506.36;458.01
Escola3125;GO;11;506.03;483.64;474.43;550.41;495.64
Escola3126;GO;15;469.9;382.67;415.56;490.89;449.87
Escola3127;GO;100;509.82;514.2;497.32;558.07;508.87
Escola3128;GO;162;492.03;423.65;433.85;526.18;459.09
Escola3129;GO;57;490.94;469.82;430.52;513.35;451.84
Escola3130;GO;80;487.04;458.16;440.33;529.98;463.79
Escola3131;GO;66;494.56;428.18;429.43;522.45;481.79
Escola3132;GO;51;534.24;524.31;483.66;557.07;500.03
Escola3133;GO;18;557.19;558.89;535.24;600.26;530.53
Escola3134;GO;12;509.87;568.33;438.57;547.13;478.56
Escola3135;GO;19;536.6;512.63;497.71;577.45;527.01
Escola3136;GO;12;505.89;485;474.08;550.33;476
Escola3137;GO;13;543.52;578.46;509.89;577.8;520.92
Escola3138;GO;18;506.71;458.89;427.93;524.73;459.38
Escola3139;GO;66;496.18;427.88;454.89;534.48;470.38
Escola3140;GO;45;468.27;380.89;452.21;502.2;460.34
Escola3141;GO;19;475.17;328.42;418.47;491.42;471.76
Escola3142;MA;98;468.09;378.37;424.61;511.54;447.38
Escola3143;MA;28;492.41;445;434.51;515.89;437.93
Escola3144;MA;112;488.63;448.39;439.48;523.64;464.68
Escola3145;MA;74;472.09;400;428.69;506.91;444.35
Escola3146;MA;21;491.87;460;418.36;508.31;445.27
Escola3147;MA;12;553.09;535;501.33;563.08;487.68
Escola3148;MA;28;528.57;505.71;471.82;566.08;486.53
Escola3149;MA;103;432.3;300.19;409.11;472.66;433.17
Escola3150;MA;107;452.19;335.7;431.91;487.62;443.87
Escola3151;MA;40;454.28;286;409.93;487.93;436.17
Escola3152;MA;122;467.3;356.56;429.49;502.52;459.11
Escola3153;MA;40;500.36;475.5;455;550.94;476.11
Escola3154;MA;42;479.27;449.05;412.03;511.29;447.24
Escola3155;MA;22;503.99;465.45;445.64;548.26;468.85
Escola3156;MA;129;475.39;437.05;428.97;518.96;468.14
Escola3157;MA;147;470.43;409.8;421.24;501.6;445.24
Escola3158;MA;108;501.78;512.04;458.61;549.38;488.51
Escola3159;MA;106;466.32;396.23;424.81;514.76;444.48
Escola3160;MA;14;481.6;452.86;442.69;496.49;470.26
Escola3161;MA;63;527.42;562.22;474.94;567.43;484.9
Escola3162;MA;56;523.16;528.21;450.83;554.64;476.09
Escola3163;MA;28;403.68;197.86;411.22;470.25;417.47
Escola3164;MA;128;456.09;381.41;420.51;499.47;438.14
Escola3165;MA;135;458.8;397.48;416.6;509.68;449.38
Escola3166;MA;96;484.41;461.88;440.93;519.74;468.02
Escola3167;MA;59;528.46;600;511.07;581.91;520.51
Escola3168;MA;50;579.64;648;578.96;623.82;580.61
Escola3169;MA;34;458.86;284.71;397.24;487.69;431
Escola3170;MA;99;476.46;398.99;427.38;510.23;461.54
Escola3171;MA;90;458.01;370;406.99;491.07;443.58
Escola3172;MA;93;484.85;410.75;433.79;513.32;460.11
Escola3173;MA;77;511.11;521.3;458.66;559.4;484.52
Escola3174;MA;16;499.45;551.25;440.28;550.57;483.73
